name,team_x,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,start_hour,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,team_a_score,team_h_score,threat,transfers_in,transfers_out,value,was_home,yellow_cards,points,points_after
0,19,0,0,12,0,0.0,2,0,1.8,18.2,17,90,19,25,0,0,0,0,2,462939,2.0,0.0,0.0,0,0,50,1,0,1,2.0
2,12,0,0,0,0,0.0,0,0,0.0,0.0,16,0,9,10,0,0,0,0,0,18419,3.0,4.0,0.0,0,0,45,1,0,0,0.0
3,20,0,0,17,0,0.0,1,0,2.3,22.6,14,90,5,7,0,0,0,0,2,1400435,0.0,1.0,0.0,0,0,45,0,0,2,0.0
6,12,0,0,9,0,0.0,3,0,0.4,3.8,16,90,9,10,0,0,0,0,0,721549,3.0,4.0,0.0,0,0,60,1,0,1,14.0
7,9,0,0,0,0,0.0,0,0,0.0,0.0,11,0,0,0,0,0,0,0,0,71203,3.0,0.0,0.0,0,0,45,1,0,0,1.0
12,20,0,0,0,0,0.0,0,0,0.0,0.0,14,0,5,7,0,0,0,0,0,19987,0.0,1.0,0.0,0,0,45,0,0,0,0.0
19,0,0,1,29,1,0.0,0,0,1.4,14.0,11,90,7,9,0,0,0,0,2,400285,3.0,0.0,0.0,0,0,50,0,0,7,2.0
26,4,0,0,0,0,0.0,0,0,0.0,0.0,19,0,4,6,0,0,0,0,0,107597,3.0,1.0,0.0,0,0,40,1,0,0,0.0
33,11,0,0,0,0,0.0,0,0,0.0,0.0,13,0,17,23,0,0,0,0,0,13251,3.0,0.0,0.0,0,0,45,0,0,0,0.0
34,24,0,0,0,0,0.0,0,0,0.0,0.0,19,0,13,16,0,0,0,0,0,16045,2.0,0.0,0.0,0,0,45,1,0,0,0.0
35,23,0,0,0,0,0.0,0,0,0.0,0.0,13,0,8,11,0,0,0,0,0,299163,3.0,0.0,0.0,0,0,40,1,0,0,0.0
37,24,0,0,0,0,0.0,0,0,0.0,0.0,19,0,13,16,0,0,0,0,0,498030,2.0,0.0,0.0,0,0,40,1,0,0,0.0
50,0,0,0,0,0,0.0,0,0,0.0,0.0,11,0,7,9,0,0,0,0,0,292339,3.0,0.0,0.0,0,0,45,0,0,0,13.0
55,9,0,0,0,0,0.0,0,0,0.0,0.0,11,0,0,0,0,0,0,0,0,117641,3.0,0.0,0.0,0,0,40,1,0,0,0.0
57,10,0,0,0,0,0.0,0,0,0.0,0.0,16,0,10,12,0,0,0,0,0,149614,3.0,4.0,0.0,0,0,45,0,0,0,0.0
58,20,0,0,0,0,0.0,0,0,0.0,0.0,14,0,5,7,0,0,0,0,0,0,0.0,1.0,0.0,0,0,40,0,0,0,0.0
68,21,0,0,15,0,0.0,1,0,2.0,20.0,15,90,6,8,0,0,0,0,3,296409,1.0,0.0,0.0,0,0,55,1,0,3,2.0
70,10,0,0,20,0,0.0,4,0,1.8,17.8,16,90,10,12,0,0,0,0,3,55373,3.0,4.0,0.0,0,0,45,0,0,1,2.0
81,4,0,0,0,0,0.0,0,0,0.0,0.0,19,0,4,6,0,0,0,0,0,0,3.0,1.0,0.0,0,0,40,1,0,0,0.0
84,21,0,0,0,0,0.0,0,0,0.0,0.0,15,0,6,8,0,0,0,0,0,55692,1.0,0.0,0.0,0,0,45,1,0,0,0.0
87,25,0,0,0,0,0.0,0,0,0.0,0.0,17,0,14,19,0,0,0,0,0,20303,2.0,0.0,0.0,0,0,45,0,0,0,0.0
89,8,0,0,0,0,0.0,0,0,0.0,0.0,15,0,16,21,0,0,0,0,0,9107,1.0,0.0,0.0,0,0,45,0,0,0,0.0
91,8,0,1,32,1,0.0,0,0,3.9,38.6,15,90,16,21,0,0,0,0,5,270083,1.0,0.0,0.0,0,0,50,0,0,8,1.0
97,8,0,0,0,0,0.0,0,0,0.0,0.0,15,0,16,21,0,0,0,0,0,5051,1.0,0.0,0.0,0,0,45,0,0,0,0.0
98,10,0,0,0,0,0.0,0,0,0.0,0.0,16,0,10,12,0,0,0,0,0,137480,3.0,4.0,0.0,0,0,40,0,0,0,0.0
99,16,0,0,26,1,0.0,0,0,2.7,27.0,19,90,18,24,0,0,0,0,3,13715,2.0,0.0,0.0,0,0,50,0,0,7,2.0
102,11,0,0,21,1,0.0,0,0,1.2,12.2,13,90,17,23,0,0,0,0,1,828679,3.0,0.0,0.0,0,0,55,0,0,6,2.0
103,6,0,0,12,0,0.0,1,0,1.0,10.4,19,90,2,4,0,0,0,0,2,132136,3.0,1.0,0.0,0,0,50,0,0,2,2.0
115,24,0,0,9,0,0.0,2,0,0.5,5.0,19,90,13,16,0,0,0,0,0,102540,2.0,0.0,0.0,0,0,50,1,0,1,1.0
117,9,0,0,0,0,0.0,0,0,0.0,0.0,11,0,0,0,0,0,0,0,0,6306,3.0,0.0,0.0,0,0,45,1,0,0,0.0
118,9,0,0,11,0,0.0,3,0,1.8,18.2,11,90,0,0,0,0,0,0,2,27465,3.0,0.0,0.0,0,0,45,1,0,1,0.0
120,16,0,0,0,0,0.0,0,0,0.0,0.0,19,0,18,24,0,0,0,0,0,5313,2.0,0.0,0.0,0,0,45,0,0,0,0.0
122,16,0,0,0,0,0.0,0,0,0.0,0.0,19,0,18,24,0,0,0,0,0,27245,2.0,0.0,0.0,0,0,50,0,0,0,0.0
125,4,0,0,12,0,0.0,3,0,1.2,11.6,19,90,4,6,0,0,0,0,2,1121565,3.0,1.0,0.0,0,0,45,1,0,1,6.0
126,25,0,0,0,0,0.0,0,0,0.0,0.0,17,0,14,19,0,0,0,0,0,9380,2.0,0.0,0.0,0,0,45,0,0,0,0.0
128,0,0,0,0,0,0.0,0,0,0.0,0.0,11,0,7,9,0,0,0,0,0,0,3.0,0.0,0.0,0,0,40,0,0,0,0.0
142,21,0,0,0,0,0.0,0,0,0.0,0.0,15,0,6,8,0,0,0,0,0,22611,1.0,0.0,0.0,0,0,45,1,0,0,0.0
149,24,0,0,0,0,0.0,0,0,0.0,0.0,19,0,13,16,0,0,0,0,0,1162,2.0,0.0,0.0,0,0,45,1,0,0,0.0
151,25,0,0,23,1,0.0,0,0,1.1,11.2,17,90,14,19,0,0,0,0,1,375930,2.0,0.0,0.0,0,0,55,0,0,6,3.0
153,23,0,0,16,0,0.0,3,0,3.1,31.2,13,90,8,11,0,0,0,0,4,43295,3.0,0.0,0.0,0,0,45,1,0,2,0.0
158,19,0,0,0,0,0.0,0,0,0.0,0.0,17,0,19,25,0,0,0,0,0,14532,2.0,0.0,0.0,0,0,45,1,0,0,0.0
171,7,0,3,31,1,0.0,0,0,4.1,41.4,14,90,15,20,0,0,0,0,5,87269,0.0,1.0,0.0,0,0,50,1,0,10,3.0
174,7,0,0,0,0,0.0,0,0,0.0,0.0,14,0,15,20,0,0,0,0,0,49581,0.0,1.0,0.0,0,0,45,1,0,0,0.0
175,19,0,0,0,0,0.0,0,0,0.0,0.0,17,0,19,25,0,0,0,0,0,9649,2.0,0.0,0.0,0,0,45,1,0,0,0.0
178,6,0,0,0,0,0.0,0,0,0.0,0.0,19,0,2,4,0,0,0,0,0,20402,3.0,1.0,0.0,0,0,50,0,0,0,0.0
0,19,0,0,10,0,0.0,1,0,1.1,11.2,17,90,1,1,0,0,0,0,1,440147,0.0,1.0,0.0,15075,56675,50,0,0,2,4.0
2,12,0,0,0,0,0.0,0,0,0.0,0.0,15,0,4,6,0,0,0,0,0,20756,2.0,0.0,0.0,627,2101,45,0,0,0,0.0
3,20,0,0,9,0,0.0,5,0,1.3,12.8,11,90,16,21,0,0,0,0,1,1423373,5.0,2.0,0.0,83896,133265,45,1,0,0,6.0
6,12,0,2,41,1,0.0,0,0,4.7,47.2,15,90,4,6,0,0,1,0,3,733175,2.0,0.0,0.0,10612,102963,60,0,0,14,2.0
7,9,0,0,17,0,0.0,4,0,2.4,24.4,14,90,9,10,0,0,0,0,3,87432,3.0,4.0,0.0,9436,13560,45,0,0,1,1.0
12,20,0,0,0,0,0.0,0,0,0.0,0.0,11,0,16,21,0,0,0,0,0,20173,5.0,2.0,0.0,476,2514,45,1,0,0,0.0
16,5,0,0,0,0,0.0,0,0,0.0,0.0,18,0,8,11,0,0,0,0,0,97704,2.0,4.0,0.0,6754,3957,40,0,0,0,0.0
19,0,0,0,18,0,0.0,1,0,1.8,18.0,19,90,18,24,0,0,0,0,2,614046,1.0,2.0,0.0,112820,41552,50,1,0,2,3.0
26,4,0,0,0,0,0.0,0,0,0.0,0.0,13,0,13,16,0,0,0,0,0,101857,3.0,0.0,0.0,2437,11645,40,0,0,0,0.0
28,14,0,0,0,0,0.0,0,0,0.0,0.0,19,0,19,25,0,0,0,0,0,2235,3.0,1.0,0.0,106,398,45,0,0,0,0.0
33,11,0,0,0,0,0.0,0,0,0.0,0.0,18,0,3,5,0,0,0,0,0,15294,2.0,4.0,0.0,431,1352,45,1,0,0,0.0
34,24,0,0,0,0,0.0,0,0,0.0,0.0,19,0,0,0,0,0,0,0,0,17208,1.0,2.0,0.0,308,1398,45,0,0,0,0.0
35,23,0,0,0,0,0.0,0,0,0.0,0.0,11,0,6,8,0,0,0,0,0,324407,2.0,5.0,0.0,17443,17812,40,0,0,0,0.0
39,15,0,0,12,0,0.0,3,0,1.7,16.6,16,90,5,7,0,0,0,0,2,296170,3.0,1.0,0.0,24934,16380,55,1,0,1,2.0
37,24,0,0,0,0,0.0,0,0,0.0,0.0,19,0,0,0,0,0,0,0,0,518484,1.0,2.0,0.0,13989,23715,40,0,0,0,0.0
40,15,0,0,0,0,0.0,0,0,0.0,0.0,16,0,5,7,0,0,0,0,0,182213,3.0,1.0,0.0,3240,21807,55,1,0,0,0.0
45,14,0,0,11,0,0.0,1,0,0.5,5.0,19,90,19,25,0,0,0,0,0,354253,3.0,1.0,0.0,29834,20365,60,0,0,2,0.0
48,10,0,0,0,0,0.0,0,0,0.0,0.0,14,0,7,9,0,0,0,0,0,0,3.0,4.0,0.0,0,0,40,1,0,0,0.0
50,1,0,2,38,1,0.0,0,0,3.2,32.2,17,90,14,19,0,0,1,0,1,349600,0.0,1.0,0.0,53128,15049,45,1,0,13,6.0
55,9,0,0,0,0,0.0,0,0,0.0,0.0,14,0,9,10,0,0,0,0,0,131318,3.0,4.0,0.0,6570,7395,40,0,0,0,0.0
57,10,0,0,0,0,0.0,0,0,0.0,0.0,14,0,7,9,0,0,0,0,0,142124,3.0,4.0,0.0,5482,24917,45,1,0,0,0.0
58,20,0,0,0,0,0.0,0,0,0.0,0.0,11,0,16,21,0,0,0,0,0,70348,5.0,2.0,0.0,29414,4182,40,1,0,0,0.0
68,21,0,0,18,0,0.0,2,0,3.7,37.2,11,90,15,20,0,0,0,0,5,319315,5.0,2.0,0.0,13398,32397,55,0,0,2,2.0
70,10,0,0,19,0,10.0,3,0,3.2,22.2,14,90,7,9,0,0,0,0,3,108204,3.0,4.0,0.0,40170,12498,45,1,0,2,10.0
81,4,0,0,0,0,0.0,0,0,0.0,0.0,13,0,13,16,0,0,0,0,0,11147,3.0,0.0,0.0,6959,1359,40,0,0,0,0.0
82,1,0,0,0,0,0.0,0,0,0.0,0.0,17,0,14,19,0,0,0,0,0,351261,0.0,1.0,0.0,27701,15822,40,1,0,0,0.0
84,21,0,0,0,0,0.0,0,0,0.0,0.0,11,0,15,20,0,0,0,0,0,61004,5.0,2.0,0.0,1549,5868,45,0,0,0,0.0
87,25,0,0,0,0,0.0,0,0,0.0,0.0,19,0,11,14,0,0,0,0,0,22927,3.0,1.0,0.0,564,1821,45,1,0,0,0.0
89,8,0,0,0,0,0.0,0,0,0.0,0.0,11,0,17,23,0,0,0,0,0,10818,2.0,5.0,0.0,484,1249,45,1,0,0,0.0
91,8,0,0,15,0,0.0,2,0,1.4,13.8,11,90,17,23,0,0,0,0,2,617049,2.0,5.0,0.0,207230,38302,50,1,0,1,2.0
97,8,0,0,0,0,0.0,0,0,0.0,0.0,11,0,17,23,0,0,0,0,0,5940,2.0,5.0,0.0,136,622,45,1,0,0,0.0
98,10,0,0,0,0,0.0,0,0,0.0,0.0,14,0,7,9,0,0,0,0,0,153253,3.0,4.0,0.0,8111,8624,40,1,0,0,0.0
99,16,0,0,16,0,0.0,3,0,1.8,17.8,13,90,2,4,0,0,0,0,4,33351,3.0,0.0,0.0,11384,4723,50,1,0,2,8.0
102,11,0,0,15,0,0.0,2,0,3.2,31.6,18,90,3,5,0,0,0,0,3,937658,2.0,4.0,0.0,51208,48583,55,1,0,2,2.0
103,6,0,0,16,0,0.0,2,0,1.8,18.2,15,90,10,12,0,0,0,0,3,136627,2.0,0.0,0.0,9656,24530,50,1,0,2,0.0
115,24,0,0,12,0,0.0,2,0,0.8,7.6,19,90,0,0,0,0,0,0,1,99714,1.0,2.0,0.0,2101,15728,50,0,0,1,7.0
117,9,0,0,0,0,0.0,0,0,0.0,0.0,14,0,9,10,0,0,0,0,0,4714,3.0,4.0,0.0,72,1681,45,0,0,0,0.0
118,9,0,0,0,0,0.0,0,0,0.0,0.0,14,0,9,10,0,0,0,0,0,36857,3.0,4.0,0.0,4366,4042,45,0,0,0,0.0
120,16,0,0,0,0,0.0,0,0,0.0,0.0,13,0,2,4,0,0,0,0,0,6402,3.0,0.0,0.0,216,684,45,1,0,0,0.0
122,16,0,0,0,0,0.0,0,0,0.0,0.0,13,0,2,4,0,0,0,0,0,22181,3.0,0.0,0.0,271,6080,50,1,0,0,0.0
125,4,0,0,22,1,0.0,0,0,0.4,4.2,13,90,13,16,0,0,0,0,0,1159789,3.0,0.0,0.0,61649,83065,45,0,0,6,1.0
126,25,0,0,0,0,0.0,0,0,0.0,0.0,19,0,11,14,0,0,0,0,0,10513,3.0,1.0,0.0,119,774,45,1,0,0,0.0
128,0,0,0,0,0,0.0,0,0,0.0,0.0,19,0,18,24,0,0,0,0,0,19110,1.0,2.0,0.0,8471,2097,40,1,0,0,0.0
136,5,0,0,13,0,0.0,4,0,2.3,22.6,18,90,8,11,0,0,0,0,3,1047580,2.0,4.0,0.0,33990,70190,55,0,0,1,2.0
142,21,0,0,0,0,0.0,0,0,0.0,0.0,11,0,15,20,0,0,0,0,0,24019,5.0,2.0,0.0,587,2596,45,0,0,0,0.0
149,24,0,0,0,0,0.0,0,0,0.0,0.0,19,0,0,0,0,0,0,0,0,1085,1.0,2.0,0.0,69,212,45,0,0,0,0.0
151,25,0,0,21,0,0.0,3,0,3.8,38.0,19,90,11,14,0,0,0,0,6,399744,3.0,1.0,0.0,16639,32857,55,1,0,3,1.0
153,23,0,0,14,0,0.0,5,0,1.4,14.0,11,90,6,8,0,0,0,0,2,52526,2.0,5.0,0.0,8778,7465,45,0,0,0,3.0
157,15,0,0,0,0,0.0,0,0,0.0,0.0,16,0,5,7,0,0,0,0,0,11035,3.0,1.0,0.0,144,1750,50,1,0,0,0.0
158,19,0,0,0,0,0.0,0,0,0.0,0.0,17,0,1,1,0,0,0,0,0,15846,0.0,1.0,0.0,443,1671,45,0,0,0,0.0
168,1,0,0,0,0,0.0,0,0,0.0,0.0,17,0,14,19,0,0,0,0,0,4151,0.0,1.0,0.0,197,555,45,1,0,0,0.0
171,7,0,0,13,0,0.0,1,0,1.4,14.4,16,90,12,15,0,0,0,0,3,203846,3.0,1.0,0.0,49711,18989,50,0,0,3,2.0
174,7,0,0,0,0,0.0,0,0,0.0,0.0,16,0,12,15,0,0,0,0,0,51906,3.0,1.0,0.0,2012,6611,45,0,0,0,0.0
175,19,0,0,0,0,0.0,0,0,0.0,0.0,17,0,1,1,0,0,0,0,0,10250,0.0,1.0,0.0,252,1171,45,0,0,0,0.0
178,6,0,0,0,0,0.0,0,0,0.0,0.0,15,0,10,12,0,0,0,0,0,21606,2.0,0.0,0.0,654,4073,50,1,0,0,1.0
179,14,0,0,0,0,0.0,0,0,0.0,0.0,19,0,19,25,0,0,0,0,0,0,3.0,1.0,0.0,0,0,45,0,0,0,0.0
181,1,0,0,0,0,0.0,0,0,0.0,0.0,17,0,14,19,0,0,0,0,0,1059481,0.0,1.0,0.0,58445,51094,40,1,0,0,0.0
0,19,0,0,26,0,10.0,1,0,5.2,42.0,11,90,9,10,0,0,0,0,7,377916,1.0,0.0,0.0,9045,75487,50,1,0,4,2.0
2,12,0,0,0,0,0.0,0,0,0.0,0.0,19,0,0,0,0,0,0,0,0,20341,1.0,3.0,0.0,606,2353,45,1,0,0,0.0
3,20,0,0,26,1,0.0,0,0,1.5,14.6,19,90,3,5,0,0,0,0,2,1275332,1.0,0.0,0.0,55961,217238,45,0,0,6,9.0
6,12,0,0,16,0,0.0,1,0,2.4,24.0,19,90,0,0,0,0,0,0,2,902272,1.0,3.0,0.0,109547,56774,60,1,0,2,0.0
7,9,0,0,11,0,0.0,3,0,1.9,19.2,16,90,1,1,0,0,0,0,2,94818,3.0,0.0,0.0,14452,16536,45,1,0,1,3.0
12,20,0,0,0,0,0.0,0,0,0.0,0.0,19,0,3,5,0,0,0,0,0,18921,1.0,0.0,0.0,351,2322,45,0,0,0,0.0
16,5,0,0,0,0,0.0,0,0,0.0,0.0,19,0,15,20,0,0,0,0,0,103720,1.0,0.0,0.0,8941,6507,40,1,0,0,0.0
19,0,0,1,22,0,0.0,3,0,3.6,35.8,19,90,10,12,0,0,0,0,5,605224,1.0,3.0,0.0,57089,90174,50,0,0,3,2.0
26,4,0,0,0,0,0.0,0,0,0.0,0.0,11,0,12,15,0,0,0,0,0,96007,3.0,2.0,0.0,2973,10783,40,1,0,0,0.0
28,14,0,0,0,0,0.0,0,0,0.0,0.0,15,0,8,11,0,0,0,0,0,2180,5.0,2.0,0.0,104,329,45,1,0,0,0.0
33,11,0,0,0,0,0.0,0,0,0.0,0.0,15,0,11,14,0,0,0,0,0,15259,5.0,2.0,0.0,365,1443,45,0,0,0,0.0
34,24,0,0,0,0,0.0,0,0,0.0,0.0,18,0,19,25,0,0,0,0,0,16798,0.0,4.0,0.0,209,1422,45,1,0,0,0.0
35,23,0,0,0,0,0.0,0,0,0.0,0.0,16,0,4,6,0,0,0,0,0,328418,3.0,3.0,0.0,22204,26179,40,1,0,0,0.0
39,15,0,0,13,0,0.0,2,0,2.6,25.8,11,90,2,4,0,0,0,0,3,297884,3.0,2.0,0.0,18294,35321,55,0,0,2,-1.0
37,24,0,0,0,0,0.0,0,0,0.0,0.0,18,0,19,25,0,0,0,0,0,518377,0.0,4.0,0.0,19148,30210,40,1,0,0,0.0
40,15,0,0,0,0,0.0,0,0,0.0,0.0,11,0,2,4,0,0,0,0,0,158237,3.0,2.0,0.0,2112,32942,55,0,0,0,0.0
45,14,0,0,13,0,0.0,5,0,1.4,14.2,15,90,8,11,0,0,0,0,2,383518,5.0,2.0,0.0,33928,32547,60,1,0,0,4.0
46,6,0,0,0,0,0.0,0,0,0.0,0.0,16,0,17,23,0,0,0,0,0,16303,3.0,3.0,0.0,18188,5964,50,0,0,0,6.0
48,10,0,0,0,0,0.0,0,0,0.0,0.0,11,0,14,19,0,0,0,0,0,5652,1.0,0.0,0.0,3717,736,40,0,0,0,0.0
50,1,0,0,26,1,0.0,0,0,1.9,19.0,16,90,7,9,0,0,0,0,2,783041,3.0,0.0,0.0,385360,51466,45,0,0,6,3.0
55,9,0,0,0,0,0.0,0,0,0.0,0.0,16,0,1,1,0,0,0,0,0,131574,3.0,0.0,0.0,5791,8987,40,1,0,0,0.0
57,10,0,0,0,0,0.0,0,0,0.0,0.0,11,0,14,19,0,0,0,0,0,122364,1.0,0.0,0.0,2911,25916,44,0,0,0,0.0
58,20,0,0,0,0,0.0,0,0,0.0,0.0,19,0,3,5,0,0,0,0,0,125720,1.0,0.0,0.0,46576,10471,40,0,0,0,0.0
68,21,0,0,7,0,0.0,1,0,0.2,1.6,13,90,13,16,0,0,0,0,0,361182,1.0,1.0,0.0,43905,37340,55,1,0,2,2.0
70,10,0,3,36,1,0.0,0,0,3.2,31.6,11,90,14,19,0,0,0,0,4,115077,1.0,0.0,0.0,18907,17552,45,0,0,10,2.0
81,4,0,0,0,0,0.0,0,0,0.0,0.0,11,0,12,15,0,0,0,0,0,27517,3.0,2.0,0.0,16637,5477,40,1,0,0,0.0
82,1,0,0,0,0,0.0,0,0,0.0,0.0,16,0,7,9,0,0,0,0,0,373969,3.0,0.0,0.0,39054,29894,40,0,0,0,0.0
84,21,0,0,0,0,0.0,0,0,0.0,0.0,13,0,13,16,0,0,0,0,0,59018,1.0,1.0,0.0,1169,6485,45,1,0,0,0.0
87,25,0,0,0,0,0.0,0,0,0.0,0.0,18,0,18,24,0,0,0,0,0,22784,0.0,4.0,0.0,498,1973,45,0,0,0,0.0
89,8,0,0,0,0,0.0,0,0,0.0,0.0,14,0,5,7,0,0,0,0,0,10730,2.0,1.0,0.0,310,1374,45,0,0,0,0.0
91,8,0,0,8,0,0.0,1,0,0.4,3.8,14,90,5,7,0,0,0,0,0,642875,2.0,1.0,0.0,88498,86936,50,0,0,2,1.0
97,8,0,0,0,0,0.0,0,0,0.0,0.0,14,0,5,7,0,0,0,0,0,6035,2.0,1.0,0.0,127,669,45,0,0,0,0.0
98,10,0,0,0,0,0.0,0,0,0.0,0.0,11,0,14,19,0,0,0,0,0,153094,1.0,0.0,0.0,6795,10601,40,0,0,0,0.0
99,16,0,3,34,0,0.0,1,0,7.6,75.6,13,90,16,21,0,0,0,0,11,31277,1.0,1.0,0.0,13018,16487,50,0,0,8,2.0
102,11,0,0,15,0,0.0,2,0,2.3,22.8,15,90,11,14,0,0,0,0,3,875801,5.0,2.0,0.0,28607,108531,55,0,0,2,2.0
103,6,0,0,0,0,0.0,0,0,0.0,0.0,16,0,17,23,0,0,0,0,0,133908,3.0,3.0,0.0,23297,35635,50,0,0,0,0.0
115,24,0,0,26,1,0.0,0,0,1.5,14.8,18,90,19,25,0,0,0,0,3,94599,0.0,4.0,0.0,2515,12225,50,1,0,7,6.0
117,9,0,0,0,0,0.0,0,0,0.0,0.0,16,0,1,1,0,0,0,0,0,3930,3.0,0.0,0.0,61,923,45,1,0,0,0.0
118,9,0,0,0,0,0.0,0,0,0.0,0.0,16,0,1,1,0,0,0,0,0,32602,3.0,0.0,0.0,672,5650,45,1,0,0,0.0
120,16,0,0,0,0,0.0,0,0,0.0,0.0,13,0,16,21,0,0,0,0,0,6429,1.0,1.0,0.0,121,646,45,0,0,0,0.0
122,16,0,0,0,0,0.0,0,0,0.0,0.0,13,0,16,21,0,0,0,0,0,18941,1.0,1.0,0.0,161,4017,50,0,0,0,0.0
125,4,0,0,10,0,0.0,3,0,0.8,8.4,11,90,12,15,0,0,0,0,1,1227969,3.0,2.0,0.0,143115,109429,45,1,0,1,0.0
126,25,0,0,0,0,0.0,0,0,0.0,0.0,18,0,18,24,0,0,0,0,0,10661,0.0,4.0,0.0,158,925,45,0,0,0,0.0
128,0,0,0,0,0,0.0,0,0,0.0,0.0,19,0,10,12,0,0,0,0,0,42771,1.0,3.0,0.0,27262,14950,40,0,0,0,0.0
136,5,0,0,8,0,0.0,1,0,0.2,2.4,19,90,15,20,0,0,0,0,0,1020672,1.0,0.0,0.0,47616,102186,55,1,0,2,1.0
142,21,0,0,0,0,0.0,0,0,0.0,0.0,13,0,13,16,0,0,0,0,0,22915,1.0,1.0,0.0,428,2849,45,1,0,0,0.0
149,24,0,0,0,0,0.0,0,0,0.0,0.0,18,0,19,25,0,0,0,0,0,1056,0.0,4.0,0.0,87,162,45,1,0,0,0.0
151,25,0,0,17,0,0.0,4,0,3.3,33.4,18,90,18,24,0,0,0,0,4,483271,0.0,4.0,0.0,95211,46264,55,0,0,1,6.0
152,0,0,0,0,0,0.0,0,0,0.0,0.0,19,0,10,12,0,0,0,0,0,299,1.0,3.0,0.0,134,33,45,0,0,0,0.0
153,23,0,0,23,0,0.0,3,0,4.7,46.6,16,90,4,6,0,0,0,0,7,48344,3.0,3.0,0.0,3358,8865,45,1,0,3,3.0
157,15,0,0,0,0,0.0,0,0,0.0,0.0,11,0,2,4,0,0,0,0,0,8733,3.0,2.0,0.0,49,2457,50,0,0,0,0.0
158,19,0,0,0,0,0.0,0,0,0.0,0.0,11,0,9,10,0,0,0,0,0,15103,1.0,0.0,0.0,229,1764,45,1,0,0,0.0
168,1,0,0,0,0,0.0,0,0,0.0,0.0,16,0,7,9,0,0,0,0,0,3823,3.0,0.0,0.0,179,624,45,0,0,0,0.0
171,7,0,0,13,0,0.0,2,0,2.2,21.8,14,90,6,8,0,0,0,0,3,297108,2.0,1.0,0.0,113617,59238,50,1,0,2,0.0
174,7,0,0,0,0,0.0,0,0,0.0,0.0,14,0,6,8,0,0,0,0,0,49845,2.0,1.0,0.0,1723,6405,45,1,0,0,0.0
175,19,0,0,0,0,0.0,0,0,0.0,0.0,11,0,9,10,0,0,0,0,0,9815,1.0,0.0,0.0,174,1162,45,1,0,0,0.0
178,6,0,0,7,0,0.0,3,0,0.4,4.2,16,90,17,23,0,0,0,0,0,21775,3.0,3.0,0.0,1763,3718,49,0,0,1,0.0
179,14,0,0,0,0,0.0,0,0,0.0,0.0,15,0,8,11,0,0,0,0,0,431,5.0,2.0,0.0,136,31,45,1,0,0,0.0
181,1,0,0,0,0,0.0,0,0,0.0,0.0,16,0,7,9,0,0,0,0,0,1019427,3.0,0.0,0.0,54427,106306,40,0,0,0,0.0
0,19,0,0,13,0,0.0,2,0,2.1,18.6,13,90,0,0,0,0,0,0,3,335363,1.0,2.0,2.0,3387,49227,50,0,0,2,3.0
2,12,0,0,14,0,0.0,7,0,2.3,23.0,18,90,1,1,0,0,0,0,4,20094,2.0,7.0,0.0,528,1620,45,0,0,0,2.0
3,20,0,2,28,1,0.0,0,0,2.0,20.0,11,90,17,23,0,0,0,0,3,1331722,0.0,2.0,0.0,80072,52512,45,1,0,9,1.0
6,12,0,0,0,0,0.0,0,0,0.0,0.0,18,0,1,1,0,0,0,0,0,992958,2.0,7.0,0.0,78278,44905,60,0,0,0,0.0
7,9,0,0,17,0,0.0,1,0,2.6,26.2,13,90,19,25,0,0,0,0,4,89827,0.0,1.0,0.0,4123,11689,45,0,0,3,3.0
12,20,0,0,0,0,0.0,0,0,0.0,0.0,11,0,17,23,0,0,0,0,0,18158,0.0,2.0,0.0,285,1540,45,1,0,0,0.0
16,5,0,0,0,0,0.0,0,0,0.0,0.0,19,0,13,16,0,0,0,0,0,107272,1.0,3.0,0.0,5096,3610,40,0,0,0,0.0
19,0,0,0,12,0,0.0,1,0,1.1,11.2,13,90,14,19,0,0,0,0,1,675971,1.0,2.0,0.0,67684,35351,50,1,0,2,3.0
25,12,0,0,0,0,0.0,0,0,0.0,0.0,18,0,1,1,0,0,0,0,0,0,2.0,7.0,0.0,0,0,45,0,0,0,0.0
26,4,0,0,0,0,0.0,0,0,0.0,0.0,14,0,6,8,0,0,0,0,0,93659,2.0,4.0,0.0,2286,6109,40,0,0,0,0.0
28,14,0,0,0,0,0.0,0,0,0.0,0.0,16,0,9,10,0,0,0,0,0,2126,1.0,1.0,0.0,58,211,45,0,0,0,0.0
33,11,0,0,0,0,0.0,0,0,0.0,0.0,11,0,18,24,0,0,0,0,0,15111,3.0,0.0,0.0,250,1008,45,1,0,0,0.0
34,24,0,0,0,0,0.0,0,0,0.0,0.0,11,0,8,11,0,0,0,0,0,16547,3.0,0.0,0.0,167,891,45,0,0,0,0.0
35,23,0,0,0,0,0.0,0,0,0.0,0.0,11,0,15,20,0,0,0,0,0,330781,0.0,2.0,0.0,12021,13845,40,0,0,0,0.0
39,15,0,0,11,0,0.0,6,0,2.0,19.8,15,90,16,21,0,0,0,0,2,282198,6.0,1.0,0.0,5325,29175,55,1,0,-1,3.0
37,24,0,0,0,0,0.0,0,0,0.0,0.0,11,0,8,11,0,0,0,0,0,518235,3.0,0.0,0.0,12034,18488,40,0,0,0,0.0
