name,team_x,assists,bonus,bps,creativity,goals_conceded,goals_scored,ict_index,influence,start_hour,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,red_cards,selected,team_a_score,team_h_score,threat,transfers_in,transfers_out,value,was_home,yellow_cards,points,points_after
166,7,0,0,1,0.3,0,0,0.2,0.0,14,15,6,8,0,0,0,87628,2.0,1.0,2.0,4255,40283,59,1,0,1,0.0
168,8,0,0,0,0.0,0,0,0.0,0.0,14,0,5,7,0,0,0,31953,2.0,1.0,0.0,2522,8384,59,0,0,0,0.0
173,4,0,2,33,38.7,3,1,14.1,40.2,11,90,12,15,0,0,0,160211,3.0,2.0,62.0,67121,29867,65,1,0,8,6.0
177,15,0,0,0,0.0,0,0,0.0,0.0,11,0,2,4,0,0,0,18756,3.0,2.0,0.0,942,5432,64,0,0,0,0.0
179,19,0,0,2,1.3,1,0,0.7,1.2,11,16,9,10,0,0,0,34821,1.0,0.0,4.0,1558,12499,59,1,0,1,1.0
180,6,0,0,3,1.8,0,0,0.8,0.0,16,17,17,23,0,0,0,59225,3.0,3.0,6.0,2116,20314,69,0,0,1,0.0
181,1,0,0,3,12.0,0,0,2.9,1.8,16,90,7,9,0,0,0,109123,3.0,0.0,15.0,24796,21926,60,0,0,2,19.0
182,10,0,2,29,12.4,0,1,9.1,34.6,11,90,14,19,0,0,0,1408294,1.0,0.0,44.0,668971,126132,57,0,0,8,1.0
188,25,0,0,-1,7.2,4,0,5.4,0.0,18,90,18,24,1,0,0,1561217,0.0,4.0,47.0,349218,151003,85,0,0,0,2.0
189,12,0,0,0,0.0,0,0,0.0,0.0,19,0,0,0,0,0,0,361778,1.0,3.0,0.0,60972,102708,45,1,0,0,0.0
190,8,0,3,32,3.2,1,1,7.0,42.0,14,89,5,7,0,0,0,777072,2.0,1.0,25.0,114962,98618,80,0,1,8,1.0
192,12,0,0,12,24.4,1,0,5.5,9.0,19,90,0,0,0,0,0,210870,1.0,3.0,22.0,13596,42443,94,1,0,2,5.0
194,10,0,0,0,3.9,0,0,3.2,2.8,11,45,14,19,0,0,0,300092,1.0,0.0,25.0,12046,194187,59,0,0,1,8.0
203,14,0,0,0,0.0,0,0,0.0,0.0,15,0,8,11,0,0,0,116374,5.0,2.0,0.0,10519,129405,104,1,0,0,0.0
204,20,0,0,0,0.0,0,0,0.0,0.0,19,0,3,5,0,0,0,75601,1.0,0.0,0.0,5513,23174,54,0,0,0,1.0
209,24,0,0,27,0.3,0,1,5.0,33.0,18,2,19,25,0,0,0,23710,0.0,4.0,17.0,953,9262,63,1,0,5,1.0
212,6,0,0,23,4.2,3,1,7.9,29.6,16,90,17,23,0,0,0,178418,3.0,3.0,45.0,5515,63140,73,0,0,6,5.0
219,6,0,0,5,11.3,3,0,7.8,8.4,16,90,17,23,0,0,0,2485820,3.0,3.0,58.0,254577,429129,95,0,0,2,2.0
223,1,0,0,0,0.0,0,0,0.0,0.0,16,0,7,9,0,0,0,721,3.0,0.0,0.0,60,212,60,0,0,0,0.0
230,16,0,0,0,0.0,0,0,0.0,0.0,13,0,16,21,0,0,0,14868,1.0,1.0,0.0,242,7898,49,0,0,0,0.0
