name,team_x,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,start_hour,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,red_cards,selected,team_a_score,team_h_score,threat,transfers_in,transfers_out,value,was_home,yellow_cards,points,points_after
116,21,0,0,3,0,0.0,1,0,0.6,5.8,15,7,5,6,0,0,0,146109,3.0,0.0,0.0,14446,32850,45,1,0,1,1.0
202,17,0,0,0,0,0.0,0,0,0.0,0.0,14,0,17,22,0,0,0,4774,3.0,1.0,0.0,58,441,44,1,0,0,0.0
208,16,0,0,0,0,0.0,0,0,0.0,0.0,19,0,9,10,0,0,0,9206,1.0,1.0,0.0,353,996,44,1,0,0,0.0
522,24,0,0,0,0,0.0,0,0,0.0,0.0,13,0,12,15,0,0,0,134032,2.0,1.0,0.0,4521,10539,40,1,0,0,0.0
39,1,0,0,22,1,0.2,0,0,2.9,9.0,16,90,7,8,0,0,0,51502,0.0,3.0,20.0,3799,4693,45,1,0,6,0.0
518,0,0,0,0,0,0.0,0,0,0.0,0.0,14,0,4,5,0,0,0,236,1.0,0.0,0.0,0,8,45,0,0,0,0.0
278,5,0,0,0,0,0.0,0,0,0.0,0.0,14,0,0,0,0,0,0,8580,1.0,0.0,0.0,525,1037,40,1,0,0,0.0
348,21,0,0,0,0,0.0,0,0,0.0,0.0,15,0,5,6,0,0,0,30470,3.0,0.0,0.0,1102,5404,48,1,0,0,0.0
524,20,0,0,0,0,0.0,0,0,0.0,0.0,14,0,11,14,0,0,0,46824,0.0,0.0,0.0,2895,4067,40,0,0,0,0.0
79,3,0,0,0,0,0.0,0,0,0.0,0.0,11,0,19,25,0,0,0,150928,2.0,0.0,0.0,63305,18152,39,0,0,0,0.0
340,6,1,1,33,1,62.2,0,0,17.3,37.4,15,90,16,21,0,0,0,1267321,3.0,0.0,73.0,189530,89191,57,0,0,10,1.0
394,14,0,0,0,0,0.0,0,0,0.0,0.0,14,0,15,20,0,0,0,84015,0.0,0.0,0.0,2827,11213,53,1,0,0,0.0
381,12,0,0,0,0,0.0,0,0,0.0,0.0,14,0,6,7,0,0,0,16557,0.0,3.0,0.0,611,1757,44,1,0,0,0.0
413,5,0,0,0,0,0.0,0,0,0.0,0.0,14,0,0,0,0,0,0,60831,1.0,0.0,0.0,2202,5102,40,1,0,0,0.0
94,10,0,0,0,0,0.0,0,0,0.0,0.0,19,0,13,16,0,0,0,5159,1.0,1.0,0.0,885,548,40,0,0,0,0.0
351,1,0,3,33,1,1.8,0,1,8.1,37.4,16,85,7,8,0,0,0,111186,0.0,3.0,42.0,3749,16306,50,1,0,15,5.0
223,8,0,0,0,0,0.0,0,0,0.0,0.0,16,0,1,1,0,0,0,18843,0.0,3.0,0.0,2537,1768,40,0,0,0,0.0
239,7,0,0,4,0,5.9,3,0,4.0,26.4,14,90,10,12,0,0,0,22863,0.0,3.0,8.0,3989,1818,45,0,1,0,2.0
511,24,0,0,11,0,12.2,2,0,2.4,9.6,13,90,12,15,0,0,0,732168,2.0,1.0,2.0,25062,120399,50,1,0,1,2.0
50,24,0,0,0,0,0.0,0,0,0.0,0.0,13,0,12,15,0,0,0,179552,2.0,1.0,0.0,5293,18026,40,1,0,0,0.0
493,21,0,0,0,0,0.0,0,0,0.0,0.0,15,0,5,6,0,0,0,1910,3.0,0.0,0.0,0,87,50,1,0,0,0.0
491,20,0,0,20,1,1.2,0,0,1.8,16.4,14,85,11,14,0,0,0,770558,0.0,0.0,0.0,198117,48146,41,0,1,5,2.0
81,5,0,0,8,0,16.4,1,0,3.1,12.8,14,90,0,0,0,0,0,32667,1.0,0.0,2.0,1581,5131,45,1,0,2,1.0
345,8,0,0,0,0,0.0,0,0,0.0,0.0,16,0,1,1,0,0,0,69759,0.0,3.0,0.0,4505,12681,45,0,0,0,0.0
201,20,0,0,3,0,0.2,0,0,0.5,4.6,14,36,11,14,0,0,0,9058,0.0,0.0,0.0,498,659,45,0,0,1,0.0
325,20,0,0,0,0,0.0,0,0,0.0,0.0,14,0,11,14,0,0,0,838,0.0,0.0,0.0,62,107,45,0,0,0,0.0
391,25,0,0,14,0,5.8,2,0,3.4,8.0,11,81,2,3,0,0,0,309262,2.0,0.0,20.0,133721,26425,49,1,0,1,6.0
442,25,0,0,3,0,2.2,2,0,0.9,5.6,11,45,2,3,0,0,0,89694,2.0,0.0,1.0,25607,11037,50,1,1,-1,7.0
46,17,0,0,0,0,0.0,0,0,0.0,0.0,14,0,17,22,0,0,0,6958,3.0,1.0,0.0,184,777,44,1,0,0,1.0
154,25,0,0,6,0,4.0,2,0,0.2,0.0,11,71,2,3,0,0,0,556608,2.0,0.0,4.0,468809,43000,46,1,0,1,6.0
14,15,0,0,0,0,0.0,0,0,0.0,0.0,13,0,18,24,0,0,0,1169,2.0,1.0,0.0,53,95,50,0,0,0,0.0
180,15,0,0,13,0,1.3,1,0,2.8,19.0,13,90,18,24,0,0,0,744888,2.0,1.0,8.0,8612,89479,54,0,0,2,7.0
419,15,0,0,17,0,2.6,1,0,3.1,28.4,13,90,18,24,0,0,0,327373,2.0,1.0,0.0,31048,43928,55,0,0,2,2.0
358,25,0,0,10,0,12.8,2,0,1.7,4.0,11,90,2,3,0,0,0,31639,2.0,0.0,0.0,9663,3955,45,1,0,1,6.0
282,0,0,0,20,1,3.1,0,0,1.5,7.8,14,77,4,5,0,0,0,505564,1.0,0.0,4.0,64675,42584,49,0,0,6,2.0
6,4,0,0,0,0,0.0,0,0,0.0,0.0,13,0,8,11,0,0,0,33428,1.0,2.0,0.0,320,12224,45,1,0,0,0.0
492,21,0,0,0,0,0.0,0,0,0.0,0.0,15,0,5,6,0,0,0,2568,3.0,0.0,0.0,1494,250,40,1,0,0,0.0
354,22,0,0,0,0,0.0,0,0,0.0,0.0,14,0,14,17,0,0,0,43002,3.0,1.0,0.0,0,6592,40,0,0,0,0.0
280,25,0,0,0,0,0.0,0,0,0.0,0.0,11,0,2,3,0,0,0,197944,2.0,0.0,0.0,8764,22329,40,1,0,0,1.0
2,15,0,0,20,0,5.6,1,0,4.9,22.2,13,90,18,24,0,0,0,542701,2.0,1.0,21.0,8006,87637,54,0,0,2,2.0
260,4,0,0,10,0,15.0,1,0,3.1,15.8,13,90,8,11,0,0,0,112227,1.0,2.0,0.0,8935,18733,44,1,1,1,7.0
47,8,0,0,5,0,15.3,3,0,3.1,15.2,16,79,1,1,0,0,0,43610,0.0,3.0,0.0,2198,3544,48,0,1,0,6.0
334,4,0,0,17,0,16.3,1,0,4.1,25.0,13,90,8,11,0,0,0,43990,1.0,2.0,0.0,28762,6308,50,1,0,2,1.0
304,4,0,0,14,0,0.8,1,0,1.9,18.6,13,90,8,11,0,0,0,362005,1.0,2.0,0.0,17475,37768,50,1,0,2,2.0
293,14,0,0,30,1,16.8,0,0,3.7,20.2,14,90,15,20,0,0,0,485464,0.0,0.0,0.0,55043,32488,55,1,0,6,7.0
338,22,0,0,0,0,0.0,0,0,0.0,0.0,14,0,14,17,0,0,0,34696,3.0,1.0,0.0,0,6598,40,0,0,0,0.0
220,21,0,0,0,0,0.0,0,0,0.0,0.0,15,0,5,6,0,0,0,190632,3.0,0.0,0.0,3480,122700,46,1,0,0,0.0
479,4,0,0,0,0,0.0,0,0,0.0,0.0,13,0,8,11,0,0,0,24200,1.0,2.0,0.0,650,2571,44,1,0,0,0.0
189,10,0,0,9,0,37.8,1,0,5.8,11.6,19,90,13,16,0,0,0,40496,1.0,1.0,9.0,4011,4934,48,0,1,1,-1.0
497,12,0,0,0,0,0.0,0,0,0.0,0.0,14,0,6,7,0,0,0,2954867,0.0,3.0,0.0,287727,98424,75,1,0,0,1.0
433,11,0,0,12,0,25.3,2,0,5.4,20.4,13,90,3,4,0,0,0,300111,1.0,2.0,8.0,26135,40536,55,0,0,1,0.0
215,5,0,0,16,0,0.9,1,0,2.9,19.6,14,90,0,0,0,0,0,107391,1.0,0.0,8.0,5282,10626,50,1,0,2,0.0
82,7,0,0,6,0,0.8,2,0,1.4,11.2,14,81,10,12,0,0,0,61758,0.0,3.0,2.0,17345,6399,45,0,0,1,1.0
289,3,0,1,25,1,0.4,0,0,1.8,17.2,11,90,19,25,0,0,0,85576,2.0,0.0,0.0,5683,8036,45,0,0,7,1.0
353,5,0,0,10,0,25.8,1,0,4.9,22.8,14,90,0,0,0,0,0,126817,1.0,0.0,0.0,9098,20744,44,1,0,2,1.0
346,3,0,0,4,0,0.0,0,0,0.2,2.4,11,8,19,25,0,0,0,460,2.0,0.0,0.0,167,62,45,0,0,1,0.0
454,14,0,2,31,1,21.5,0,0,7.2,42.4,14,90,15,20,0,0,0,2174576,0.0,0.0,8.0,137861,103173,60,1,0,8,5.0
519,22,0,0,19,0,0.3,1,0,2.5,20.8,14,90,14,17,0,0,0,11027,3.0,1.0,4.0,2529,1506,45,0,0,2,1.0
97,25,0,0,10,0,1.8,2,0,1.7,15.4,11,90,2,3,0,0,0,567703,2.0,0.0,0.0,82870,45728,45,1,1,0,6.0
184,4,0,0,0,0,0.0,0,0,0.0,0.0,13,0,8,11,0,0,0,14875,1.0,2.0,0.0,2757,1821,40,1,0,0,0.0
100,22,0,0,10,0,0.3,1,0,2.2,15.2,14,90,14,17,0,0,0,9305,3.0,1.0,6.0,521,1334,44,0,1,1,1.0
166,0,0,1,27,1,0.3,0,0,3.1,30.6,14,90,4,5,0,0,0,17926,1.0,0.0,0.0,9153,2526,50,0,0,7,2.0
163,22,0,0,0,0,0.0,0,0,0.0,0.0,14,0,14,17,0,0,0,8419,3.0,1.0,0.0,234,1210,44,0,0,0,0.0
73,0,0,0,0,0,0.0,0,0,0.0,0.0,14,0,4,5,0,0,0,21709,1.0,0.0,0.0,507,3883,44,0,0,0,0.0
242,25,0,0,0,0,0.0,0,0,0.0,0.0,11,0,2,3,0,0,0,483,2.0,0.0,0.0,66,56,45,1,0,0,0.0
216,7,0,0,0,0,0.0,0,0,0.0,0.0,14,0,10,12,0,0,0,8881,0.0,3.0,0.0,342,798,44,0,0,0,0.0
147,1,0,0,22,1,0.9,0,0,1.2,6.8,16,90,7,8,0,0,0,51942,0.0,3.0,4.0,2037,6499,49,1,0,6,6.0
90,25,0,0,0,0,0.0,0,0,0.0,0.0,11,0,2,3,0,0,0,25375,2.0,0.0,0.0,0,5445,40,1,0,0,0.0
376,14,0,0,22,1,0.4,0,0,1.4,11.6,14,90,15,20,0,0,0,37548,0.0,0.0,2.0,7489,4866,49,1,0,6,0.0
245,8,0,0,5,0,0.1,0,0,0.2,2.2,16,10,1,1,0,0,0,6758,0.0,3.0,0.0,566,707,45,0,0,1,0.0
29,24,0,0,15,0,0.3,2,0,2.1,20.8,13,90,12,15,0,0,0,18871,2.0,1.0,0.0,3227,1760,50,1,0,1,2.0
438,0,0,0,0,0,0.0,0,0,0.0,0.0,14,0,4,5,0,0,0,70745,1.0,0.0,0.0,788,21762,43,0,0,0,0.0
463,8,0,0,0,0,0.0,0,0,0.0,0.0,16,0,1,1,0,0,0,67337,0.0,3.0,0.0,7481,11628,50,0,0,0,0.0
469,21,0,0,16,0,11.8,3,0,2.9,14.8,15,90,5,6,0,0,0,948824,3.0,0.0,2.0,78695,186980,52,1,0,1,4.0
489,11,0,0,4,0,2.5,0,0,1.0,5.4,13,22,3,4,0,0,0,58886,1.0,2.0,2.0,8041,7115,54,0,0,1,1.0
232,7,0,0,13,0,0.4,3,0,1.8,18.0,14,90,10,12,0,0,0,38851,0.0,3.0,0.0,7267,3320,45,0,0,1,2.0
528,25,0,0,0,0,0.0,0,0,0.0,0.0,11,0,2,3,0,0,0,2147,2.0,0.0,0.0,243,166,45,1,0,0,0.0
501,7,0,0,11,0,2.0,3,0,3.0,28.0,14,90,10,12,0,0,0,52433,0.0,3.0,0.0,14572,8090,45,0,0,1,2.0
25,6,0,0,26,1,21.6,0,0,3.5,12.2,15,90,16,21,0,0,0,242301,3.0,0.0,1.0,21476,52104,50,0,0,6,1.0
507,15,0,0,0,0,0.0,0,0,0.0,0.0,13,0,18,24,0,0,0,43258,2.0,1.0,0.0,496,9003,49,0,0,0,1.0
219,11,0,0,17,0,2.3,2,0,2.4,19.8,13,90,3,4,0,0,0,68720,1.0,2.0,2.0,13611,6765,49,0,0,1,0.0
224,16,0,0,15,0,0.4,1,0,2.2,21.2,19,80,9,10,0,0,0,679038,1.0,1.0,0.0,158692,58851,40,1,0,2,1.0
441,20,0,0,3,0,0.0,0,0,0.2,2.2,14,4,11,14,0,0,0,7680,0.0,0.0,0.0,398,640,49,0,0,1,0.0
45,21,0,0,0,0,0.0,0,0,0.0,0.0,15,0,5,6,0,0,0,20412,3.0,0.0,0.0,1431,2249,44,1,0,0,0.0
343,7,0,0,0,0,0.0,0,0,0.0,0.0,14,0,10,12,0,0,0,77469,0.0,3.0,0.0,2607,8060,40,0,0,0,0.0
62,4,0,0,0,0,0.0,0,0,0.0,0.0,13,0,8,11,0,0,0,667,1.0,2.0,0.0,0,48,40,1,0,0,0.0
318,10,0,0,12,0,11.3,1,0,3.3,21.4,19,88,13,16,0,0,0,991620,1.0,1.0,0.0,105776,109171,45,0,0,2,0.0
329,3,0,0,3,0,0.3,0,0,0.7,6.2,11,15,19,25,0,0,0,4357,2.0,0.0,0.0,138,464,44,0,0,1,0.0
246,11,0,0,0,0,0.0,0,0,0.0,0.0,13,0,3,4,0,0,0,11668,1.0,2.0,0.0,994,742,54,0,0,0,0.0
235,21,0,0,0,0,0.0,0,0,0.0,0.0,15,0,5,6,0,0,0,6367,3.0,0.0,0.0,1237,706,44,1,0,0,0.0
159,3,0,0,0,0,0.0,0,0,0.0,0.0,11,0,19,25,0,0,0,19810,2.0,0.0,0.0,4445,2496,40,0,0,0,0.0
143,5,0,0,0,0,0.0,0,0,0.0,0.0,14,0,0,0,0,0,0,10577,1.0,0.0,0.0,243,1254,44,1,0,0,0.0
367,8,0,0,5,0,0.0,3,0,2.6,18.0,16,90,1,1,0,0,0,204506,0.0,3.0,8.0,28714,18642,50,0,0,1,8.0
4,22,0,0,0,0,0.0,0,0,0.0,0.0,14,0,14,17,0,0,0,9130,3.0,1.0,0.0,648,1563,45,0,0,0,0.0
450,21,0,0,0,0,0.0,0,0,0.0,0.0,15,0,5,6,0,0,0,8235,3.0,0.0,0.0,61,1336,44,1,0,0,0.0
110,11,0,0,0,0,0.0,0,0,0.0,0.0,13,0,3,4,0,0,0,1262878,1.0,2.0,0.0,36590,186458,41,0,0,0,0.0
106,6,0,0,32,1,25.5,0,0,5.0,14.4,15,90,16,21,0,0,0,312510,3.0,0.0,10.0,10840,28400,60,0,0,6,2.0
108,4,0,0,2,0,0.0,0,0,0.1,1.2,13,20,8,11,0,0,0,1797,1.0,2.0,0.0,100,181,44,1,0,1,1.0
26,17,0,0,0,0,0.0,0,0,0.0,0.0,14,0,17,22,0,0,0,278458,3.0,1.0,0.0,180967,39843,39,1,0,0,0.0
446,11,0,0,7,0,9.8,2,0,1.4,3.8,13,67,3,4,0,0,0,56812,1.0,2.0,0.0,6258,8102,49,0,0,1,1.0
316,8,0,0,8,0,15.5,3,0,3.3,15.0,16,90,1,1,1,0,0,938589,0.0,3.0,2.0,23730,158436,54,0,0,-1,5.0
462,0,0,0,0,0,0.0,0,0,0.0,0.0,14,0,4,5,0,0,0,7723,1.0,0.0,0.0,409,1174,43,0,0,0,0.0
101,24,0,0,0,0,0.0,0,0,0.0,0.0,13,0,12,15,0,0,0,26658,2.0,1.0,0.0,945,2665,50,1,0,0,1.0
53,0,0,1,27,1,0.2,0,0,2.4,23.4,14,90,4,5,0,0,0,961945,1.0,0.0,0.0,83309,89622,44,0,0,7,2.0
484,6,0,3,46,1,10.7,0,1,12.4,57.2,15,90,16,21,0,0,0,167213,3.0,0.0,56.0,8520,10296,54,0,0,15,2.0
290,24,0,0,16,0,0.2,2,0,3.1,30.4,13,90,12,15,0,0,0,74020,2.0,1.0,0.0,4006,8150,54,1,0,1,2.0
0,24,0,0,15,0,27.3,2,0,4.3,15.4,13,90,12,15,0,0,0,1265797,2.0,1.0,0.0,53937,123055,55,1,0,1,2.0
150,16,0,0,0,0,0.0,0,0,0.0,0.0,19,0,9,10,0,0,0,14480,1.0,1.0,0.0,838,1793,45,1,0,0,2.0
373,20,0,0,2,0,0.1,0,0,1.2,11.4,14,53,11,14,0,0,0,13749,0.0,0.0,0.0,3278,1457,45,0,0,1,2.0
349,16,0,0,12,0,33.3,1,0,5.7,15.2,19,90,9,10,0,0,0,23262,1.0,1.0,8.0,4194,3390,50,1,1,1,1.0
447,24,0,0,0,0,0.0,0,0,0.0,0.0,13,0,12,15,0,0,0,10636,2.0,1.0,0.0,474,1068,45,1,0,0,0.0
140,15,0,0,0,0,0.0,0,0,0.0,0.0,11,0,1,1,0,0,0,7205,1.0,0.0,0.0,186,600,49,1,0,0,0.0
410,16,0,0,0,0,0.0,0,0,0.0,0.0,14,0,17,22,0,0,0,885,1.0,1.0,0.0,29,122,45,0,0,0,0.0
520,25,0,0,0,0,0.0,0,0,0.0,0.0,13,0,15,20,0,0,0,7239,1.0,0.0,0.0,461,897,49,0,0,0,0.0
257,15,0,0,8,0,9.3,1,0,2.5,11.6,11,56,1,1,0,0,0,5612,1.0,0.0,4.0,341,617,44,1,0,1,0.0
207,24,0,0,0,0,0.0,0,0,0.0,0.0,14,0,9,10,0,0,0,22120,2.0,1.0,0.0,2368,2067,40,0,0,0,0.0
455,17,0,0,0,0,0.0,0,0,0.0,0.0,14,0,7,8,0,0,0,1178,0.0,2.0,0.0,157,146,44,0,0,0,0.0
112,22,0,0,17,0,33.9,1,0,5.7,22.2,14,90,13,16,0,0,0,26885,1.0,1.0,1.0,2632,2256,43,1,1,1,2.0
307,10,0,0,16,0,0.6,2,0,3.1,30.8,14,90,18,24,0,0,0,29458,2.0,1.0,0.0,4883,3402,45,1,0,1,7.0
165,1,0,0,0,0,0.0,0,0,0.0,0.0,11,0,12,15,0,0,0,1521,1.0,0.0,0.0,0,174,45,0,0,0,0.0
350,1,0,0,15,1,3.8,0,0,1.4,3.0,11,90,12,15,0,0,0,235577,1.0,0.0,7.0,3487,22126,48,0,0,6,2.0
323,15,0,0,1,0,26.3,0,0,3.1,4.8,11,33,1,1,0,0,0,3359554,1.0,0.0,0.0,80153,192621,55,1,1,0,2.0
137,6,0,0,0,0,0.0,0,0,0.0,0.0,11,0,11,14,0,0,0,1119,1.0,0.0,0.0,0,98,45,1,0,0,0.0
36,1,0,0,0,0,0.0,0,0,0.0,0.0,11,0,12,15,0,0,0,58307,1.0,0.0,0.0,1033,9265,49,0,0,0,0.0
91,17,0,0,0,0,0.0,0,0,0.0,0.0,14,0,7,8,0,0,0,4777,0.0,2.0,0.0,178,691,44,0,0,0,0.0
470,4,0,0,17,0,0.1,1,0,4.2,21.0,19,90,6,7,0,0,0,1844274,1.0,1.0,21.0,245071,35736,43,0,0,2,6.0
425,6,0,0,3,0,0.1,0,0,0.0,0.0,11,28,11,14,0,0,0,612367,1.0,0.0,0.0,41565,63336,56,1,0,1,0.0
287,1,0,3,31,1,1.2,0,1,7.9,40.8,11,90,12,15,0,0,0,7752,1.0,0.0,37.0,500,696,44,0,0,15,1.0
502,1,0,1,23,1,0.3,0,0,3.3,30.8,11,90,12,15,0,0,0,593806,1.0,0.0,2.0,23272,36773,50,0,0,7,1.0
66,1,0,0,0,0,0.0,0,0,0.0,0.0,11,0,12,15,0,0,0,47,1.0,0.0,0.0,0,2,45,0,0,0,0.0
162,22,0,0,6,0,1.4,1,0,0.8,6.8,14,66,13,16,0,0,0,6486,1.0,1.0,0.0,459,698,44,1,0,2,1.0
188,0,0,0,0,0,0.0,0,0,0.0,0.0,15,0,16,21,0,0,0,24612,1.0,3.0,0.0,0,3489,48,1,0,0,0.0
515,11,0,0,0,0,0.0,0,0,0.0,0.0,14,0,4,5,0,0,0,27585,2.0,2.0,0.0,146,1810,44,1,0,0,0.0
34,24,0,0,0,0,0.0,0,0,0.0,0.0,14,0,9,10,0,0,0,3495,2.0,1.0,0.0,345,231,44,0,0,0,0.0
68,17,0,0,5,0,3.9,2,0,1.1,0.8,14,85,7,8,0,0,0,573614,0.0,2.0,6.0,29814,36731,40,0,1,0,0.0
228,22,0,0,4,0,0.6,0,0,0.5,4.8,14,23,13,16,0,0,0,4069,1.0,1.0,0.0,114,276,44,1,0,1,0.0
95,5,0,0,0,0,0.0,0,0,0.0,0.0,14,0,8,11,0,0,0,511,2.0,2.0,0.0,59,91,45,0,0,0,0.0
45,12,0,0,0,0,0.0,0,0,0.0,0.0,16,0,2,3,0,0,0,14110,3.0,3.0,0.0,0,1167,40,0,0,0,0.0
498,6,0,0,0,0,0.0,0,0,0.0,0.0,11,0,11,14,0,0,0,163113,1.0,0.0,0.0,4593,28221,49,1,0,0,11.0
41,17,0,0,0,0,0.0,0,0,0.0,0.0,14,0,7,8,0,0,0,22634,0.0,2.0,0.0,1286,1404,40,0,0,0,0.0
148,16,0,0,0,0,0.0,0,0,0.0,0.0,14,0,17,22,0,0,0,14392,1.0,1.0,0.0,260,1286,44,0,0,0,0.0
57,6,0,0,0,0,0.0,0,0,0.0,0.0,11,0,11,14,0,0,0,304618,1.0,0.0,0.0,1794,44118,56,1,0,0,8.0
27,12,1,0,19,0,25.0,3,0,6.1,27.0,16,90,2,3,0,0,0,137296,3.0,3.0,9.0,19838,15775,70,0,1,3,1.0
421,25,0,0,0,0,0.0,0,0,0.0,0.0,13,0,15,20,0,0,0,19700,1.0,0.0,0.0,409,3716,43,0,0,0,0.0
368,4,0,0,0,0,0.0,0,0,0.0,0.0,19,0,6,7,0,0,0,4405,1.0,1.0,0.0,0,464,40,0,0,0,0.0
92,16,0,0,7,0,0.5,1,0,3.0,15.4,14,90,17,22,0,0,0,9452,1.0,1.0,14.0,707,671,44,0,0,2,0.0
67,5,0,0,0,0,0.0,0,0,0.0,0.0,14,0,8,11,0,0,0,24825,2.0,2.0,0.0,1089,2162,40,0,0,0,0.0
431,12,0,0,0,0,0.0,0,0,0.0,0.0,16,0,2,3,0,0,0,2880,3.0,3.0,0.0,0,329,44,0,0,0,0.0
259,14,1,3,40,1,29.2,0,0,7.6,34.8,11,90,5,6,0,0,0,797392,1.0,0.0,12.0,84339,53339,60,0,0,12,0.0
105,0,0,0,0,0,0.0,0,0,0.0,0.0,15,0,16,21,0,0,0,16050,1.0,3.0,0.0,503,2044,43,1,0,0,0.0
249,12,0,0,0,0,0.0,0,0,0.0,0.0,16,0,2,3,0,0,0,43769,3.0,3.0,0.0,1852,4349,48,0,0,0,1.0
141,21,0,0,16,0,14.2,3,0,2.6,10.2,15,90,0,0,0,0,0,509533,1.0,3.0,2.0,27739,53741,46,0,0,1,3.0
78,10,0,0,8,0,0.4,2,0,1.8,17.8,14,90,18,24,0,0,0,31726,2.0,1.0,0.0,4666,3585,40,1,0,1,0.0
217,20,0,0,20,0,11.7,1,0,3.8,21.8,13,90,19,25,0,0,0,63082,1.0,0.0,4.0,11208,3200,44,1,0,2,1.0
387,8,0,0,0,0,0.0,0,0,0.0,0.0,14,0,14,17,0,0,0,1211,0.0,2.0,0.0,0,193,40,1,0,0,0.0
417,3,1,0,16,0,3.1,3,0,2.3,12.4,16,90,10,12,0,0,0,626399,3.0,3.0,7.0,67938,41543,46,1,0,4,5.0
40,14,0,0,18,1,2.2,0,0,2.2,11.6,11,90,5,6,0,0,0,244903,1.0,0.0,8.0,961,140552,55,0,1,5,1.0
390,0,0,0,5,0,0.5,0,0,0.7,4.0,15,2,16,21,0,0,0,17028,1.0,3.0,2.0,351,2038,43,1,0,1,0.0
286,12,0,0,0,0,0.0,0,0,0.0,0.0,16,0,2,3,0,0,0,1554295,3.0,3.0,0.0,135086,84685,40,0,0,0,0.0
124,17,0,0,4,0,0.4,0,0,0.4,3.4,14,4,7,8,0,0,0,5132,0.0,2.0,0.0,54,382,44,0,0,1,6.0
294,20,0,0,15,0,3.4,1,0,4.5,7.6,13,73,19,25,0,0,0,40249,1.0,0.0,34.0,3923,2526,48,1,0,2,1.0
89,22,0,0,0,0,0.0,0,0,0.0,0.0,14,0,13,16,0,0,0,6542,1.0,1.0,0.0,89,698,44,1,0,0,1.0
190,12,0,0,0,0,0.0,0,0,0.0,0.0,16,0,2,3,0,0,0,106638,3.0,3.0,0.0,11093,6163,52,0,0,0,0.0
324,11,0,0,0,0,0.0,0,0,0.0,0.0,14,0,4,5,0,0,0,73918,2.0,2.0,0.0,1578,12443,45,1,0,0,0.0
123,10,0,0,0,0,0.0,0,0,0.0,0.0,14,0,18,24,0,0,0,6374,2.0,1.0,0.0,93,1277,45,1,0,0,15.0
440,10,0,0,0,0,0.0,0,0,0.0,0.0,14,0,18,24,0,0,0,10887,2.0,1.0,0.0,99,1525,44,1,0,0,0.0
378,7,0,0,0,0,0.0,0,0,0.0,0.0,19,0,3,4,0,0,0,366,1.0,1.0,0.0,38,87,45,1,0,0,0.0
383,12,0,0,0,0,0.0,0,0,0.0,0.0,16,0,2,3,0,0,0,50420,3.0,3.0,0.0,1792,5100,39,0,0,0,0.0
51,5,0,0,9,0,0.4,2,0,1.8,15.2,14,90,8,11,0,0,0,52772,2.0,2.0,2.0,2665,5034,49,0,0,1,0.0
407,10,0,0,0,0,0.0,0,0,0.0,0.0,14,0,18,24,0,0,0,16499,2.0,1.0,0.0,228,3342,44,1,0,0,1.0
285,0,0,0,0,0,0.0,0,0,0.0,0.0,15,0,16,21,0,0,0,57,1.0,3.0,0.0,0,1,45,1,0,0,0.0
466,21,0,0,0,0,0.0,0,0,0.0,0.0,15,0,0,0,0,0,0,19626,1.0,3.0,0.0,0,3101,49,0,0,0,0.0
336,7,0,0,17,0,2.1,1,0,1.3,10.8,19,90,3,4,0,0,0,31079,1.0,1.0,0.0,3004,2020,45,1,0,2,1.0
144,6,0,0,0,0,0.0,0,0,0.0,0.0,11,0,11,14,0,0,0,4564,1.0,0.0,0.0,0,588,45,1,0,0,0.0
59,14,0,0,0,0,0.0,0,0,0.0,0.0,11,0,5,6,0,0,0,35864,1.0,0.0,0.0,218,4116,53,0,0,0,0.0
403,5,0,0,0,0,0.0,0,0,0.0,0.0,14,0,8,11,0,0,0,5085,2.0,2.0,0.0,259,477,40,0,0,0,0.0
129,3,0,0,0,0,0.0,0,0,0.0,0.0,16,0,10,12,0,0,0,3976,3.0,3.0,0.0,188,335,45,1,0,0,0.0
404,17,0,0,7,0,10.7,1,0,2.4,13.0,14,68,7,8,0,0,0,3573,0.0,2.0,0.0,887,570,45,0,1,1,6.0
256,14,0,0,0,0,0.0,0,0,0.0,0.0,11,0,5,6,0,0,0,2601,1.0,0.0,0.0,1874,420,40,0,0,0,0.0
195,24,0,0,0,0,0.0,0,0,0.0,0.0,14,0,9,10,0,0,0,23805,2.0,1.0,0.0,894,2182,44,0,0,0,0.0
436,3,0,0,7,0,6.4,3,0,2.1,14.0,16,90,10,12,0,0,0,86852,3.0,3.0,1.0,2157,14163,45,1,0,1,2.0
164,24,0,0,0,0,0.0,0,0,0.0,0.0,14,0,9,10,0,0,0,17669,2.0,1.0,0.0,0,1508,40,0,0,0,0.0
102,21,0,0,0,0,0.0,0,0,0.0,0.0,15,0,0,0,0,0,0,22794,1.0,3.0,0.0,1852,1640,49,0,0,0,1.0
238,12,0,0,12,0,1.2,3,0,2.9,21.4,16,90,2,3,0,0,0,304531,3.0,3.0,6.0,31019,43984,50,0,0,1,1.0
509,12,0,0,19,0,1.2,3,0,4.1,23.0,16,90,2,3,0,0,0,1397651,3.0,3.0,17.0,178850,31862,66,0,0,1,1.0
54,22,0,0,0,0,0.0,0,0,0.0,0.0,14,0,13,16,0,0,0,39,1.0,1.0,0.0,0,2,45,1,0,0,0.0
